LAT,LON,COUNTY,2001_TotB,2006_TotB,2011_TotB,2016_TotB,2001_PulpB,2006_PulpB,2011_PulpB,2016_PulpB,2001_PalletB,2006_PalletB,2011_PalletB,2016_PalletB,2001_SawB,2006_SawB,2011_SawB,2016_SawB,2001_LDB,2006_LDB,2011_LDB,2016_LDB,2001_TotH,2006_TotH,2011_TotH,2016_TotH,2001_PulpH,2006_PulpH,2011_PulpH,2016_PulpH,2001_PalletH,2006_PalletH,2011_PalletH,2016_PalletH,2001_SawH,2006_SawH,2011_SawH,2016_SawH,2001_LDH,2006_LDH,2011_LDH,2016_LDH
43.950044,-70.179722,Androscoggin,0,123.3,134,112.5,0,36.5,37.3,26.2,0,5.2,5.3,3.4,0,23.83415657,26.27135571,17.67774036,0,63,70.4,68.6,0,NA,29.62995299,18.2244393,0,NA,11.02923654,8.30060343,0,0,2.4,3.7,0,NA,2.445317315,4.267154955,0,NA,16.15539913,5.656680917
43.98217,-70.0954,Androscoggin,192.9,199.1,191.8,0,67.6,67.6,59.9,0,3.2,4.3,4.5,0,38.75614372,38.07386778,41.8257865,0,86.5,93.4,90.1,0,0,0,31.31906608,NA,0,0,13.62620984,NA,0,0,1.2,0,0,0,3.207465459,NA,0,0,14.48539078,NA
43.9873,-70.20527,Androscoggin,0,178.8,161.1,174.1,0,43.5,44.2,45.5,0,5.7,6,6.1,0,21.14901855,21.79361062,23.98567927,0,114.1,95.1,104.6,0,NA,139.6896149,0,0,NA,17.26595038,0,0,0,4,0,0,NA,12.80426077,0,0,NA,109.6194037,0
43.9963,-70.18251,Androscoggin,64.1,99.9,121.7,81.7,7.6,10,15.9,20.1,1.2,1.6,2.1,2.1,2.793694575,5.080886178,7.350067577,11.59064834,53.7,84.8,98.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.00838,-70.07511,Androscoggin,253.4,258.5,314.1,336.9,103.1,100.2,117.3,122,7,6.7,6.4,6.2,48.36718705,65.20302443,79.35623707,92.81575052,102,93.2,117.5,122.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.01651,-70.21773,Androscoggin,119.5,130,149.4,166.5,38.9,45.8,53.2,59.8,1.9,2.2,2.6,2.7,23.67442585,29.55706991,36.58667063,43.18879004,56.9,54.7,59.6,63.5,0,23.64015745,0,2.736276748,0,3.097456355,0,0.76225093,0,0,0,0,0,0,0,0,0,20.54270109,0,1.974025818
44.026361,-70.07267,Androscoggin,0,306.6,307.4,330,0,129.1,132.2,144.4,0,7.5,6.3,6.4,0,110.0200933,114.5068271,127.5068438,0,67.6,60.7,58.1,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0
44.02649,-70.3345,Androscoggin,0,69.9,80.8,106.6,0,5.8,7.4,10.5,0,0.6,0.8,1.2,0,0.656426313,1.442383233,2.231113448,0,63.5,72,93.9,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0
44.03289,-70.44644,Androscoggin,0,10.7,20.7,33,0,1.5,4.6,7,0,0,0,0.9,0,0,0,0.912111795,0,9.2,16.1,25.1,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0
44.03487,-70.4058,Androscoggin,134,156.3,166.2,207.8,34.6,40.7,46,36,0.9,1.7,3.4,7.8,19.80068351,25.3814148,31.2140802,21.5833635,79.5,90.2,88.9,150.2,0,0,0,51.7170841,0,0,0,26.47870507,0,0,0,0,0,0,0,22.32071655,0,0,0,2.917662471
44.03527,-70.05233,Androscoggin,141,142.2,149.6,162.9,63.8,67.4,68.7,74.7,1,2,2.6,3.5,20.55053215,25.41636971,27.9166274,34.47442257,56.6,49.4,52.9,53.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.03853,-70.26729,Androscoggin,125.5,94.3,127.1,148,62,45.9,58.6,65.7,4.3,4.1,6,6,52.74612288,38.83394741,50.3134505,56.25000112,10.7,9.5,18.2,26.1,0,0,55.1180763,0,0,0,29.43719898,0,0,0,0,0,0,0,28.13030231,0,0,0,0,0
44.04445,-70.15552,Androscoggin,128.9,142.2,167,183.7,30.3,36.8,43.7,50.8,2.8,4.2,6.5,8.8,8.447675084,11.5953655,16.40481952,22.72314847,90.2,93.8,106.9,110.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.04633,-70.11403,Androscoggin,0,297.2,326.6,351.2,0,54.2,63.1,72.7,0,7,8.6,10.2,0,24.34571005,31.57116633,38.75150748,0,218.6,232,239.8,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0
44.06327,-70.32928,Androscoggin,115.7,120.6,131.9,136.6,38.4,41,47.9,55.8,0.1,0.2,0.4,0.9,14.18169261,17.06844444,23.63007068,29.79740648,63.2,62.5,60.4,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.06477,-70.214,Androscoggin,348.8,327.2,309,313.5,62.2,38,50.1,52.3,12.6,8.5,9.3,9.4,28.05627241,17.4282756,32.22020537,34.53331111,258.5,271.8,226.7,226.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.086388,-70.444099,Androscoggin,0,123.5,120,146,0,57.4,47.8,54.3,0,0,0,0,0,52.72576257,44.53119141,51.0438606,0,13.4,27.7,40.6,0,NA,95.67405774,0,0,NA,51.57361349,0,0,0,0,0,0,NA,47.82891911,0,0,NA,0,0
44.09586,-70.42465,Androscoggin,146.9,135,143.5,165.6,55.8,54.8,57.8,65.1,2.4,1.7,2,2.4,44.21864951,42.88628475,46.14240797,52.47644656,46.9,37.4,39.5,48.1,0,0,33.38117658,0,0,0,18.08626736,0,0,0,0,0,0,0,16.95128344,0,0,0,0,0
44.10059,-70.34882,Androscoggin,100.4,112.8,120.2,63.3,38.8,46,50.1,20.9,1.4,2.2,5,3.6,17.8553797,21.77763651,28.71536655,11.16296874,43.8,45,41.4,31.1,0,0,0,92.42575813,0,0,0,46.86514783,0,0,0,3.7,0,0,0,29.86695201,0,0,0,15.69365829
44.112441,-70.06011,Androscoggin,0,108.6,109.6,119.2,0,35.4,35.5,38.3,0,9.4,8.7,9.9,0,15.9845685,17.55178094,22.19853847,0,57.2,56.5,58.7,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0
44.119322,-70.243706,Androscoggin,0,195.4,268.8,313.8,0,11.1,10.4,12.5,0,0.4,0.6,1.1,0,2.37735463,2.581618874,3.808934745,0,181.9,255.8,297.6,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0
44.13616,-70.04978,Androscoggin,0,117,157.6,167.2,0,31,45.1,54.3,0,3.2,5.4,6.9,0,20.69412321,28.31031222,35.48445252,0,65.3,84.2,77.4,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0
44.14226,-70.28198,Androscoggin,228.6,230.3,250.3,270.4,100,97.3,107.8,119.3,8.9,10,12.1,14.3,64.8796217,67.1253778,77.03663136,88.26041802,63.7,65.8,65.5,62.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.16024,-70.34481,Androscoggin,45.6,75.6,97.7,110.9,16.4,22.2,28.6,31,2.8,4.3,6.1,7.2,6.636575558,10.57659267,14.2526602,16.93548128,22.6,42.7,54.9,62.9,0,0,0,4.926697383,0,0,0,0.00906304,0,0,0,0,0,0,0,0,0,0,0,4.917634343
44.16325,-70.22967,Androscoggin,0,212.5,122.2,168.4,0,12,13.6,18.8,0,0.1,0.1,0.1,0,4.424402299,6.190018538,9.715483978,0,196,102.5,139.8,0,NA,337.2425741,0,0,NA,4.745255305,0,0,0,0.1,0,0,NA,1.52525632,0,0,NA,330.9720625,0
44.166785,-70.130984,Androscoggin,0,0,0,158.3,0,0,0,69.6,0,0,0,0,0,0,0,68.96633576,0,0,0,19.7,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA
44.18111,-70.05465,Androscoggin,164.6,155.8,161.6,111.5,45.5,45.2,46.7,40.9,5.2,5.9,6.5,7.1,23.20981102,23.05194548,27.28193584,25.57843878,95.8,87.5,87.7,45,0,0,0,39.95141129,0,0,0,16.08491485,0,0,0,0.6,0,0,0,10.45800282,0,0,0,13.40849362
44.18396,-70.27684,Androscoggin,391,362.1,215.3,259.8,168.8,153.8,103.3,123.6,20.8,22.3,17.2,17.2,133.2484763,114.3745676,78.80266841,99.24880572,88.9,93.9,33.2,36.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.18814,-70.22256,Androscoggin,67.7,94.1,120.4,100.3,7.7,11.5,18.7,13.6,0.8,1.6,2.2,2.9,0.931514894,1.667730111,2.53454411,3.47167506,59,80.9,99.1,83.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.203107,-70.152697,Androscoggin,0,283.1,294.4,190,0,72.2,80.8,56.2,0,5.7,5.6,2.9,0,49.08337666,52.62576687,27.85250931,0,161.8,160.9,105.9,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0
44.21095,-70.11499,Androscoggin,70.9,98.5,111.2,150.3,10.6,14.1,15.8,21.7,1.1,1.6,2.2,3.4,3.681225284,5.111384539,5.519752971,7.594910077,56.6,79.3,89.9,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.21931,-70.15,Androscoggin,0,151.4,148.8,181.6,0,65.8,61.7,74.2,0,1.6,2.1,2.6,0,55.48947524,51.29718809,63.12824663,0,30.1,35.8,44.2,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0
44.22578,-70.28043,Androscoggin,204.3,122.4,142.6,176.7,30.4,19.4,17.4,20.2,4.5,1.5,2,2.5,14.01026523,4.563535165,6.53187192,8.640692191,159.9,98.5,118.7,147.8,0,90.77655186,0,0,0,13.64808308,0,0,0,3.3,0,0,0,10.35232185,0,0,0,66.77614694,0,0
44.24305,-70.20974,Androscoggin,68.4,87.1,123.2,148.8,12.7,15.1,24,31,1,1.9,2.7,4.7,7.658351951,10.88731699,14.45467013,19.50610129,48.1,61.1,84.8,98.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.26227,-70.10719,Androscoggin,41,67.5,0,0,11.1,12.8,0,0,2.5,2.7,0,0,3.296693295,5.101448932,0,0,26.7,49.7,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA
44.26711,-70.15145,Androscoggin,680.9,643.7,752.8,788.4,14.6,18.3,28.5,34.5,0,0,0,0,5.098643655,7.521588375,16.96970048,23.94233352,661.2,617.8,707.4,729.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.29082,-70.22152,Androscoggin,84.7,99.5,157.4,191.1,33.4,44.5,72.3,83.3,1.6,2.9,4.1,4.2,20.94509317,33.50699363,60.71830266,72.17197993,30.4,21.5,24.4,35.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.30705,-70.12284,Androscoggin,0,150.6,168.4,189.1,0,44.1,42.9,49.6,0,4.8,4,5.9,0,27.28536899,25.22600774,30.92001375,0,79.3,100.3,108.7,0,NA,46.93969313,0,0,NA,23.90179379,0,0,0,6.8,0,0,NA,18.57669135,0,0,NA,4.461207994,0
44.353557,-70.206882,Androscoggin,0,44.7,15.5,36.1,0,24.8,4.1,8.2,0,0,0,0.6,0,18.66381333,1.157345805,2.354021557,0,1.2,10.3,25.6,0,NA,53.14836606,0,0,NA,29.04725224,0,0,0,0,0,0,NA,22.79286452,0,0,NA,1.308249289,0
44.3924,-70.13072,Androscoggin,51.2,45.4,19,12.1,20.7,21.1,3.5,3.5,0,0.4,1.2,0.9,12.41447925,13.72544949,1.561576013,1.380006557,18.2,10.6,13.9,7.2,0,0,50.35694164,0,0,0,24.80336338,0,0,0,0,0,0,0,19.2480834,0,0,0,6.30549487,0
44.39405,-70.18732,Androscoggin,24.1,34.4,40.1,0,1.1,3.3,9.2,0,0,0,0,0,0.07354795,0.07489027,0,0,22.9,31,30.9,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA
44.39462,-70.23573,Androscoggin,0,127.9,161.1,214.2,0,6.3,14.6,24.3,0,0,1.7,2.1,0,0,6.950730896,8.473642223,0,121.6,139.6,181.4,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0
44.429238,-70.183745,Androscoggin,0,140.3,21.1,32.1,0,50.8,7.3,9.6,0,1.6,1.4,1,0,32.81107112,2.704084997,3.901369185,0,56.7,11.1,18.6,0,NA,137.8738674,0,0,NA,69.48319382,0,0,0,2,0,0,NA,47.39385243,0,0,NA,20.99682113,0
44.43918,-70.22884,Androscoggin,230,241.2,169.6,71.2,85.6,88.7,53.2,4.1,3.5,3.9,3.3,0.6,68.99249865,76.01345552,43.92296545,0.837166388,75.3,76.5,72.5,66.2,0,0,100.6751692,125.7488394,0,0,48.14967885,51.73430083,0,0,0.9,3,0,0,44.14141772,44.32104009,0,0,8.384072598,29.69349847
44.46806,-70.16707,Androscoggin,0,0,100,129.2,0,0,23.9,31,0,0,0,0.1,0,0,11.20697494,15.84412886,0,0,64.9,82.3,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,NA,0
45.581258,-68.406995,Aroostook,0,126.3,146.7,164.6,0,41,50,58.4,0,7.5,8.9,10.3,0,15.99718711,21.4124795,29.75063888,0,69.2,75.3,76.4,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0
45.59761,-68.3375,Aroostook,123.6,36.1,64.6,68.9,50.8,7,15.1,21.9,6.4,0.1,0.2,0.3,34.48880327,2.383753707,4.59426513,10.84071302,38.3,26.7,44.9,36.2,0,80.71488823,0,0,0,40.99735268,0,0,0,6.3,0,0,0,28.83802416,0,0,0,10.87951139,0,0
45.628064,-68.183008,Aroostook,0,57.8,68.3,84.7,0,21.5,22.8,28,0,1.4,2.3,3,0,9.943899867,11.08270577,14.38524955,0,26.3,34.4,42.3,0,NA,34.878664,0,0,NA,16.97365604,0,0,0,1.3,0,0,NA,10.3318067,0,0,NA,7.573201274,0
45.63567,-68.29952,Aroostook,127.9,130.8,167.4,43.3,41.5,51,67.4,15,2.4,3.5,4.8,2,23.94562357,33.59016065,46.69756528,5.936172051,62.5,46.2,53.3,22.4,0,0,0,115.2420188,0,0,0,52.59967448,0,0,0,3.9,0,0,0,40.76269316,0,0,0,21.8796512
45.64236,-68.40888,Aroostook,0,76.2,97.5,138.4,0,34.9,43.1,57.9,0,0.6,0.9,1.1,0,21.08978378,26.48575801,37.90982479,0,20.2,27.9,42.6,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0
45.64871,-68.00503,Aroostook,0,88.9,33.1,54.1,0,21.7,1.3,3.3,0,3.3,0,0.5,0,12.63850865,0.04953018,0.48656363,0,54.6,31.8,50.3,0,NA,77.71641378,0,0,NA,25.86211233,0,0,0,4.4,0,0,NA,16.85132146,0,0,NA,35.00298,0
45.65391,-68.14088,Aroostook,13.8,39.5,72,95,3.6,6.9,15.6,32.6,0,0,0,0,2.607987638,3.105194776,4.963701225,13.65523185,7.6,29.5,51.4,48.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.656812,-68.336195,Aroostook,0,187.3,49.9,62.8,0,72.9,16.7,20.5,0,13,4.8,5.9,0,59.30858389,10.15131285,14.7666212,0,55.1,23.1,27.5,0,NA,143.7721083,0,0,NA,56.88871577,0,0,0,7.8,0,0,NA,50.10814188,0,0,NA,36.77525061,0
45.65948,-68.24093,Aroostook,5.6,10.5,33.8,41.7,0,0.3,5.6,15.4,0,0,0,0,0,0.12681592,3.644732149,11.29256956,5.6,10.1,24.6,15,0,0,0,13.29639526,0,0,0,4.286196145,0,0,0,0,0,0,0,2.91930562,0,0,0,6.090893496
45.67179,-68.19866,Aroostook,0,76.8,94.9,127.5,0,30.5,37.4,45.5,0,4.7,5.2,5.9,0,17.48767386,24.14353114,32.58062146,0,28.8,33.4,49.4,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0
45.672,-68.2683,Aroostook,12.2,28.4,43.4,80.1,0.4,2.3,3.6,11.1,0,0,0,0,0,0,0.399007298,4.086582421,11.8,26.1,39.4,64.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.67605,-67.83971,Aroostook,102.7,117.5,159.5,130,30.7,33,46.7,51,2.8,3.9,5.7,6.8,14.12529881,13.54377184,21.75281028,26.46363174,58,70.9,91,52.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.676423,-67.919403,Aroostook,0,24.5,44,47.1,0,11.3,19,20,0,1.2,4.2,4.7,0,1.196647538,4.301076798,5.892060289,0,12,20.8,21.2,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0
45.6769,-68.04535,Aroostook,67.6,86.9,105.2,47,21.4,29.7,38.6,9.6,0,0,0.2,0.6,12.0529031,16.12305326,21.54501352,0.861165367,34.1,41,45,36.5,0,0,0,60.49835426,0,0,0,26.9556954,0,0,0,0,0,0,0,20.5888262,0,0,0,12.95383265
45.68206,-68.39775,Aroostook,15.3,45.8,77,66.1,0.1,3,8.7,18.4,0,0,0,0,0,0.340980518,2.741261688,8.237967483,15.2,42.5,65.6,39.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.6946,-67.85877,Aroostook,40.8,63,106.1,38.2,9.2,14.9,27,7.5,0,0,0,0,3.939129521,6.213044145,10.48890901,0.619399165,27.7,41.9,68.6,30.1,0,0,4.230409922,79.59376746,0,0,1.225863625,22.72163301,0,0,0,0,0,0,0,8.111635744,0,0,3.004546297,48.76049871
45.70683,-68.35666,Aroostook,124.1,145.6,157.7,114,34.2,40.5,47.5,49.3,0.7,1,1.7,2,10.00340016,11.86942652,14.75521951,17.71765772,79.9,93.3,95.4,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.71514,-68.01725,Aroostook,72.9,101.9,142.5,103.5,4.5,7.4,16.9,25.4,0,0,0.1,0.1,1.290312835,2.905683839,7.368739123,9.972607575,67.1,91.5,118.2,68.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.71847,-68.21529,Aroostook,122.5,140.2,158.4,162.6,40.3,47,53.9,55.7,3.2,3.8,4.4,4.2,4.532997237,5.770033176,7.150601264,7.257017609,77.7,87.4,97.3,99.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.719575,-68.086647,Aroostook,0,145.8,71.1,86.4,0,67,28.1,31.6,0,1.7,1.1,2.5,0,41.34989494,4.610019242,5.201544591,0,37.5,38.5,49.5,0,NA,87.38382347,0,0,NA,44.19307567,0,0,0,1.2,0,0,NA,37.936302,0,0,NA,5.254445809,0
45.7219,-68.16827,Aroostook,149.8,130.9,142.8,114.9,59.7,44,48.9,43.5,2.8,2.9,2.9,2.9,45.58364913,32.56966886,34.96460365,34.44956734,44.5,54.3,59,36.9,0,57.47157603,0,0,0,31.63248867,0,0,0,0,0,0,0,27.0905288,0,0,0,0,0,0
45.72448,-67.93451,Aroostook,97.9,120,142.8,98.4,33.2,35.7,40.3,45.8,3.7,4,3.9,3.5,11.65108562,14.67178756,18.67276065,24.80606631,53.1,69.7,83.9,27.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.72868,-68.41295,Aroostook,39.5,16.6,30,70.1,7.9,0,1.4,7.1,2.5,0,0,0,3.46023202,0,0.57143562,5.035405568,28.1,16.6,28,57.9,0,31.55896466,0,0,0,10.26835034,0,0,0,3.3,0,0,0,4.580589253,0,0,0,16.71002507,0,0
45.72897,-67.83048,Aroostook,76.9,93.2,85.1,124.9,8.6,10.6,16,28.1,0.7,0,0.3,1.5,4.138773293,0.103492664,0.548948488,1.883461195,64.2,82.4,68.6,95,0,31.52632805,0,0,0,14.69480366,0,0,0,1.4,0,0,0,8.312260373,0,0,0,8.519264022,0,0
45.732817,-67.851197,Aroostook,0,88.9,115.2,144.8,0,34.4,41.3,47,0,1.7,2.3,3.6,0,21.78857037,27.65756975,33.19195243,0,32.7,46.3,64.7,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0
45.735583,-68.275371,Aroostook,0,87.1,49.5,62.9,0,35.5,17.1,24.7,0,1,1,1.1,0,26.67980863,10.01425772,16.64987638,0,24.9,22.4,21.5,0,NA,45.25213111,0,0,NA,23.48417162,0,0,0,0,0,0,NA,20.45841886,0,0,NA,1.309540626,0
45.73563,-68.22397,Aroostook,0,66.1,122.5,237,0,0,2.4,19.6,0,0,0,0,0,0,0.109805465,9.837442658,0,66.1,120,207.5,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0
45.73761,-68.05742,Aroostook,76.6,89.7,108.5,129.7,28.4,33.9,42,53.4,1.6,1.6,1.9,3.1,7.698034732,9.077854161,12.61559073,17.75393004,40.5,46.8,53.9,58.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.73827,-67.98425,Aroostook,94.8,131.9,166.5,191.3,22.7,30.4,37,45.7,1.5,2.4,4,5.8,10.64328354,15.53630011,17.96797794,23.29562401,61.5,85.9,111.5,122.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.75766,-67.83538,Aroostook,148,66.3,108.2,160.4,46.8,13.8,27.8,40.1,5.1,2.6,4.6,5.3,28.41389671,5.580892643,15.73528447,27.78520662,72.8,46.9,64.6,92.5,0,82.45251363,0,0,0,33.05717779,0,0,0,3.9,0,0,0,26.06431088,0,0,0,23.33102496,0,0
45.758903,-68.053375,Aroostook,0,151.6,81.1,86.3,0,51.5,9.4,6,0,1,0,0,0,34.91299826,0,0,0,65.1,71.8,80.3,0,NA,82.84169111,0,0,NA,44.2546366,0,0,0,1,0,0,NA,34.97479466,0,0,NA,3.612259854,0
45.76459,-68.19303,Aroostook,203.9,220.5,248.3,86.7,78.9,88.5,102.1,41.8,11.1,13,13.7,0,50.92500131,57.30221622,68.60746315,35.24187678,74,74.6,77.6,9.7,0,0,0,143.3139741,0,0,0,60.49069092,0,0,0,13.5,0,0,0,35.49850712,0,0,0,47.32477604
45.76603,-68.36018,Aroostook,0,74.4,91,131.9,0,24.7,32.4,46,0,1.7,1.8,1.7,0,18.24598797,24.52415248,34.35601504,0,31.4,34.1,51.5,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0
45.7686,-68.12481,Aroostook,0,67.4,106.6,137.4,0,18.6,24.4,32.2,0,3.6,3.7,3.9,0,10.82675283,14.62395581,19.20135106,0,38,67.6,86,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0
45.77291,-68.41086,Aroostook,119.1,122.3,130.8,154,41.6,42.8,44.9,51.4,0.8,1.5,2.5,3.1,0.902394255,1.748341902,2.701334957,3.381701094,76.6,77.8,83.2,99.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.77639,-67.94911,Aroostook,0,81.1,75.8,95.6,0,26.7,25.8,33.9,0,0.1,0.2,0.3,0,10.14391184,10.79730837,15.29566024,0,44.3,39.2,46.4,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0
45.787906,-68.217878,Aroostook,0,42.7,69.8,105.1,0,7.3,9.3,16.4,0,0,0,0,0,0.142584461,1.04940269,3.398080815,0,35.3,59.5,85.4,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0
45.78849,-68.30609,Aroostook,0,367.3,237.7,223.8,0,81.1,65,66.9,0,0.5,1.6,2.8,0,56.38176238,26.66049909,27.44825411,0,229.8,146.1,129.5,0,NA,76.03613167,0,0,NA,16.98891868,0,0,0,0,0,0,NA,16.59632667,0,0,NA,42.45088632,0
45.79221,-67.99894,Aroostook,88.6,75.1,101,105.9,11.4,14.2,22.8,19.6,3.6,4.9,4.9,2.2,6.153137462,8.723059975,9.797731019,7.895308073,71,52.2,68.4,78.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.7972,-68.1139,Aroostook,18.4,44.9,86.4,21.1,0,0,1.9,5.5,0,0,0,0,0,0,0,0.130731318,18.4,44.9,84.5,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.7989,-68.34523,Aroostook,110.1,120.5,125.7,142.7,41.2,50,56.1,63.9,2.9,3.6,5.5,8.8,20.91847644,23.54613314,23.80041085,29.56680069,47.9,46.9,45.8,49.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.80689,-67.86405,Aroostook,0,85.4,91.9,81,0,29.4,29.1,24.6,0,1,0.9,0.7,0,5.926025368,3.502198263,2.011636988,0,50,59.4,54.4,0,NA,0,34.68760297,0,NA,0,15.18799172,0,0,0,0.5,0,NA,0,0.505474813,0,NA,0,18.99413644
45.808825,-67.844504,Aroostook,0,87.2,107.3,110.6,0,32.3,38.9,46.8,0,0,0,0,0,3.316439858,5.129354134,7.41500067,0,51.5,63.3,56.4,0,NA,0,42.63435607,0,NA,0,4.013648065,0,0,0,0,0,NA,0,3.0528498,0,NA,0,35.5678582
45.8103,-67.91465,Aroostook,0,93.5,130.8,139.6,0,19.5,29.8,33.6,0,1.3,1.4,1.6,0,11.59594355,16.27882993,21.70551016,0,62.4,84.8,84.3,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0
45.81148,-68.05434,Aroostook,0,68.2,106.6,83.8,0,19,21.1,26,0,0,0,0,0,1.68375718,2.528283669,4.390204971,0,47.6,83,53.3,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0
45.81762,-68.29299,Aroostook,35.9,67.2,113.7,56.1,6.6,8.2,14.1,20,0,0,0,0,1.362811354,1.932741773,4.116958808,8.866176366,27.9,57.1,95.4,27.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.83179,-68.09863,Aroostook,56.4,92,116.6,146.3,16.8,24.8,30.2,41,1,1.5,1.7,1.9,13.60706453,17.2944251,22.43501169,31.40661665,26,49.9,64,73.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.83514,-68.23147,Aroostook,0,92.8,119.1,118.7,0,21.6,25.8,26,0,0.6,0.6,0,0,17.82076095,21.43995422,19.55775658,0,53.3,71.9,73.1,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0
45.841404,-68.399432,Aroostook,0,203.8,234.4,218.2,0,59.1,68.8,69,0,3.7,4.4,4.9,0,5.467318448,7.017071215,7.684788992,0,139.2,158.6,141.5,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0
45.8437,-67.85374,Aroostook,77.8,84.5,103.6,77.1,26.3,27.9,34.1,31.9,1.1,1.1,1.1,1.2,11.72221267,11.87673788,15.04505264,14.59152728,39.8,44.8,54.4,30.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
